letter,x_box,y_box,width,height,onpix,x_bar,y_bar,x2bar,y2bar,xybar,x2ybr,xy2br,x_ege,xegvy,y_ege,yegvx,letter_encoded
L,6.0,11.0,7.0,8.0,7.0,6.0,6.0,9.0,5.0,6.0,6.0,8.0,3.0,7.0,5.0,12.0,11
A,6.0,9.0,9.0,8.0,8.0,8.0,7.0,3.0,5.0,7.0,7.0,7.0,5.0,8.0,4.0,5.0,0
G,4.0,4.0,5.0,6.0,2.0,7.0,6.0,7.0,8.0,6.0,6.0,9.0,2.0,8.0,6.0,11.0,6
N,5.0,8.0,7.0,6.0,4.0,10.0,8.0,2.0,5.0,10.0,2.0,5.0,5.0,9.0,1.0,7.0,13
K,6.0,7.0,8.0,5.0,4.0,4.0,8.0,3.0,6.0,10.0,10.0,11.0,4.0,7.0,3.0,6.0,10
U,9.0,15.0,8.0,8.0,6.0,7.0,6.0,5.0,5.0,6.0,7.0,8.0,5.0,6.0,3.0,7.0,20
Z,4.0,9.0,5.0,7.0,2.0,7.0,7.0,4.0,14.0,9.0,6.0,8.0,0.0,8.0,8.0,8.0,25
W,3.0,4.0,4.0,3.0,2.0,3.0,11.0,2.0,2.0,10.0,10.0,8.0,5.0,10.0,1.0,8.0,22
Y,3.0,9.0,5.0,6.0,2.0,7.0,11.0,0.0,4.0,7.0,11.0,8.0,0.0,10.0,0.0,8.0,24
F,3.0,6.0,4.0,4.0,3.0,5.0,10.0,3.0,6.0,10.0,9.0,5.0,2.0,10.0,3.0,6.0,5
V,7.0,10.0,7.0,8.0,4.0,2.0,11.0,3.0,4.0,11.0,12.0,8.0,2.0,10.0,1.0,8.0,21
L,3.0,8.0,4.0,6.0,4.0,5.0,5.0,3.0,8.0,3.0,2.0,7.0,1.0,6.0,2.0,5.0,11
X,5.0,11.0,8.0,8.0,6.0,8.0,7.0,3.0,9.0,5.0,6.0,8.0,3.0,8.0,7.0,8.0,23
D,4.0,11.0,6.0,8.0,6.0,9.0,7.0,4.0,5.0,10.0,4.0,5.0,3.0,8.0,3.0,8.0,3
S,4.0,9.0,5.0,7.0,4.0,7.0,8.0,8.0,7.0,8.0,5.0,6.0,2.0,8.0,9.0,8.0,18
Y,3.0,8.0,4.0,6.0,2.0,5.0,10.0,1.0,3.0,8.0,12.0,8.0,1.0,11.0,0.0,8.0,24
S,3.0,7.0,4.0,5.0,3.0,7.0,8.0,7.0,7.0,8.0,5.0,6.0,2.0,8.0,9.0,8.0,18
N,5.0,9.0,7.0,6.0,5.0,8.0,8.0,6.0,6.0,6.0,6.0,4.0,8.0,10.0,5.0,6.0,13
W,2.0,0.0,3.0,1.0,1.0,7.0,8.0,4.0,0.0,7.0,8.0,8.0,7.0,9.0,0.0,8.0,22
F,5.0,8.0,7.0,6.0,3.0,7.0,10.0,3.0,6.0,14.0,6.0,4.0,2.0,10.0,3.0,7.0,5
U,5.0,11.0,5.0,8.0,5.0,8.0,6.0,13.0,4.0,7.0,12.0,8.0,3.0,9.0,0.0,8.0,20
C,5.0,11.0,5.0,8.0,4.0,4.0,7.0,5.0,6.0,11.0,9.0,14.0,2.0,10.0,4.0,7.0,2
Z,5.0,10.0,6.0,8.0,6.0,8.0,7.0,5.0,10.0,7.0,6.0,7.0,1.0,8.0,7.0,8.0,25
T,3.0,9.0,5.0,6.0,3.0,8.0,14.0,1.0,5.0,7.0,10.0,8.0,0.0,8.0,0.0,8.0,19
Q,4.0,10.0,6.0,9.0,3.0,8.0,6.0,9.0,6.0,6.0,6.0,8.0,3.0,8.0,5.0,9.0,16
P,8.0,12.0,7.0,6.0,3.0,7.0,10.0,6.0,5.0,14.0,5.0,4.0,4.0,10.0,4.0,8.0,15
L,3.0,6.0,4.0,4.0,2.0,5.0,3.0,3.0,9.0,5.0,2.0,8.0,1.0,6.0,2.0,6.0,11
W,5.0,9.0,7.0,6.0,5.0,11.0,11.0,3.0,2.0,5.0,9.0,7.0,9.0,12.0,2.0,7.0,22
R,3.0,6.0,5.0,5.0,5.0,7.0,8.0,3.0,3.0,7.0,5.0,8.0,6.0,8.0,5.0,7.0,17
T,4.0,8.0,6.0,6.0,4.0,9.0,11.0,2.0,7.0,6.0,11.0,8.0,1.0,11.0,1.0,8.0,19
S,2.0,3.0,3.0,2.0,1.0,8.0,8.0,2.0,6.0,10.0,6.0,7.0,1.0,8.0,5.0,8.0,18
O,4.0,8.0,4.0,6.0,4.0,8.0,7.0,7.0,3.0,9.0,6.0,9.0,3.0,8.0,2.0,8.0,14
T,4.0,9.0,6.0,7.0,4.0,6.0,11.0,1.0,9.0,8.0,11.0,8.0,0.0,10.0,1.0,7.0,19
B,2.0,6.0,3.0,4.0,2.0,6.0,8.0,9.0,6.0,7.0,5.0,7.0,2.0,8.0,8.0,9.0,1
D,4.0,9.0,6.0,7.0,4.0,9.0,7.0,4.0,7.0,11.0,5.0,6.0,3.0,7.0,3.0,8.0,3
F,2.0,3.0,4.0,1.0,1.0,5.0,12.0,4.0,4.0,13.0,7.0,4.0,1.0,9.0,1.0,7.0,5
U,4.0,5.0,5.0,4.0,3.0,5.0,8.0,6.0,8.0,10.0,8.0,9.0,3.0,9.0,3.0,6.0,20
O,5.0,11.0,6.0,8.0,3.0,8.0,7.0,9.0,8.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0,14
Y,5.0,10.0,7.0,7.0,4.0,7.0,10.0,2.0,7.0,6.0,12.0,9.0,2.0,11.0,2.0,8.0,24
Z,3.0,4.0,4.0,6.0,3.0,11.0,5.0,3.0,4.0,9.0,3.0,7.0,1.0,7.0,6.0,9.0,25
N,5.0,8.0,7.0,6.0,5.0,8.0,9.0,6.0,5.0,7.0,6.0,5.0,7.0,8.0,3.0,8.0,13
T,3.0,5.0,4.0,6.0,1.0,5.0,14.0,1.0,6.0,9.0,11.0,7.0,0.0,8.0,0.0,8.0,19
I,3.0,8.0,5.0,6.0,5.0,10.0,7.0,2.0,6.0,9.0,4.0,5.0,3.0,8.0,5.0,7.0,8
A,4.0,9.0,6.0,8.0,6.0,7.0,8.0,2.0,4.0,7.0,7.0,8.0,8.0,6.0,4.0,7.0,0
O,5.0,10.0,6.0,8.0,5.0,7.0,6.0,7.0,4.0,9.0,6.0,10.0,5.0,8.0,4.0,7.0,14
X,2.0,4.0,4.0,3.0,2.0,7.0,8.0,1.0,8.0,10.0,6.0,8.0,2.0,8.0,3.0,7.0,23
B,3.0,7.0,5.0,5.0,5.0,8.0,8.0,4.0,5.0,7.0,5.0,6.0,4.0,8.0,5.0,8.0,1
I,1.0,8.0,2.0,6.0,2.0,7.0,7.0,0.0,7.0,7.0,6.0,8.0,0.0,8.0,2.0,8.0,8
Z,4.0,7.0,4.0,5.0,4.0,7.0,8.0,5.0,9.0,7.0,7.0,9.0,1.0,9.0,7.0,8.0,25
V,6.0,7.0,5.0,5.0,3.0,3.0,11.0,2.0,3.0,9.0,11.0,8.0,3.0,11.0,1.0,7.0,21
E,2.0,1.0,2.0,2.0,2.0,7.0,7.0,5.0,6.0,7.0,6.0,8.0,2.0,8.0,5.0,10.0,4
J,4.0,5.0,6.0,6.0,5.0,8.0,8.0,4.0,6.0,7.0,6.0,8.0,3.0,10.0,8.0,8.0,9
Q,3.0,8.0,5.0,9.0,5.0,9.0,9.0,6.0,3.0,4.0,8.0,11.0,3.0,9.0,7.0,10.0,16
G,4.0,5.0,6.0,4.0,5.0,8.0,9.0,5.0,3.0,7.0,7.0,10.0,6.0,10.0,6.0,9.0,6
A,4.0,9.0,7.0,7.0,5.0,7.0,2.0,1.0,2.0,5.0,2.0,7.0,4.0,6.0,5.0,7.0,0
R,5.0,11.0,5.0,8.0,6.0,5.0,10.0,8.0,3.0,7.0,4.0,8.0,2.0,7.0,6.0,11.0,17
E,3.0,7.0,4.0,5.0,3.0,3.0,7.0,5.0,8.0,7.0,6.0,13.0,0.0,8.0,7.0,9.0,4
G,5.0,8.0,6.0,7.0,7.0,7.0,9.0,5.0,2.0,7.0,7.0,8.0,6.0,11.0,7.0,8.0,6
G,3.0,7.0,4.0,5.0,2.0,8.0,7.0,8.0,7.0,6.0,6.0,9.0,2.0,7.0,6.0,11.0,6
T,5.0,10.0,6.0,8.0,4.0,6.0,12.0,2.0,9.0,8.0,12.0,8.0,1.0,11.0,1.0,7.0,19
D,5.0,11.0,7.0,8.0,11.0,10.0,8.0,5.0,6.0,7.0,5.0,6.0,5.0,5.0,10.0,5.0,3
H,2.0,6.0,2.0,4.0,2.0,7.0,8.0,12.0,1.0,7.0,5.0,8.0,3.0,8.0,0.0,8.0,7
P,7.0,10.0,9.0,8.0,7.0,6.0,11.0,5.0,4.0,12.0,5.0,3.0,1.0,10.0,4.0,9.0,15
G,5.0,10.0,6.0,8.0,4.0,6.0,6.0,8.0,7.0,8.0,5.0,13.0,2.0,9.0,5.0,9.0,6
G,4.0,7.0,5.0,5.0,3.0,6.0,6.0,6.0,7.0,6.0,5.0,9.0,2.0,10.0,4.0,7.0,6
W,4.0,8.0,6.0,6.0,4.0,5.0,8.0,5.0,1.0,8.0,10.0,8.0,6.0,11.0,0.0,8.0,22
K,4.0,9.0,6.0,6.0,5.0,5.0,7.0,1.0,6.0,9.0,7.0,10.0,3.0,8.0,3.0,8.0,10
M,5.0,2.0,6.0,4.0,4.0,8.0,6.0,6.0,4.0,7.0,7.0,8.0,8.0,6.0,2.0,7.0,12
A,1.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0,0.0,7.0,2.0,8.0,2.0,7.0,1.0,8.0,0
G,2.0,3.0,3.0,1.0,2.0,7.0,7.0,6.0,6.0,6.0,6.0,9.0,2.0,9.0,4.0,9.0,6
S,3.0,7.0,4.0,5.0,3.0,9.0,8.0,5.0,8.0,5.0,5.0,5.0,0.0,7.0,8.0,8.0,18
T,6.0,10.0,5.0,6.0,2.0,5.0,11.0,2.0,7.0,12.0,7.0,5.0,2.0,9.0,4.0,4.0,19
S,2.0,4.0,3.0,3.0,2.0,8.0,7.0,7.0,5.0,7.0,7.0,8.0,2.0,9.0,9.0,8.0,18
R,4.0,10.0,4.0,8.0,5.0,5.0,10.0,7.0,4.0,7.0,4.0,9.0,2.0,7.0,5.0,11.0,17
J,5.0,10.0,7.0,8.0,5.0,9.0,4.0,4.0,6.0,8.0,5.0,6.0,2.0,8.0,4.0,6.0,9
T,5.0,7.0,6.0,5.0,6.0,7.0,8.0,5.0,5.0,6.0,8.0,9.0,6.0,9.0,6.0,5.0,19
G,3.0,6.0,4.0,4.0,2.0,7.0,7.0,7.0,7.0,7.0,5.0,12.0,2.0,9.0,4.0,9.0,6
I,4.0,9.0,5.0,6.0,3.0,8.0,6.0,1.0,6.0,7.0,6.0,7.0,0.0,9.0,4.0,7.0,8
Q,6.0,7.0,8.0,11.0,8.0,10.0,14.0,5.0,1.0,3.0,8.0,12.0,5.0,15.0,5.0,10.0,16
I,3.0,10.0,4.0,8.0,2.0,6.0,8.0,0.0,8.0,13.0,7.0,8.0,0.0,8.0,1.0,7.0,8
U,4.0,7.0,6.0,6.0,5.0,7.0,6.0,4.0,4.0,6.0,6.0,8.0,7.0,8.0,1.0,8.0,20
E,5.0,8.0,7.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,7.0,11.0,4.0,10.0,8.0,9.0,4
S,3.0,7.0,4.0,5.0,2.0,7.0,7.0,5.0,8.0,5.0,6.0,8.0,0.0,8.0,9.0,8.0,18
E,2.0,5.0,3.0,4.0,3.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,2.0,8.0,5.0,10.0,4
C,3.0,4.0,4.0,3.0,2.0,6.0,8.0,7.0,8.0,8.0,8.0,13.0,1.0,9.0,4.0,10.0,2
P,3.0,6.0,4.0,4.0,2.0,4.0,14.0,8.0,1.0,11.0,6.0,3.0,0.0,10.0,4.0,8.0,15
C,6.0,12.0,5.0,6.0,4.0,6.0,8.0,4.0,4.0,10.0,8.0,9.0,4.0,9.0,9.0,9.0,2
E,2.0,6.0,3.0,4.0,3.0,7.0,7.0,4.0,7.0,7.0,5.0,8.0,3.0,8.0,5.0,10.0,4
P,4.0,7.0,5.0,5.0,3.0,9.0,8.0,3.0,5.0,12.0,4.0,4.0,2.0,9.0,3.0,9.0,15
M,4.0,4.0,4.0,6.0,3.0,8.0,7.0,12.0,1.0,6.0,9.0,8.0,8.0,6.0,0.0,8.0,12
I,7.0,13.0,5.0,7.0,3.0,9.0,7.0,6.0,4.0,13.0,4.0,9.0,3.0,8.0,5.0,10.0,8
R,3.0,8.0,4.0,5.0,2.0,6.0,10.0,9.0,4.0,7.0,4.0,8.0,3.0,7.0,5.0,11.0,17
H,3.0,1.0,4.0,2.0,3.0,7.0,7.0,6.0,6.0,7.0,6.0,8.0,3.0,8.0,3.0,8.0,7
N,5.0,8.0,8.0,6.0,4.0,7.0,8.0,3.0,5.0,10.0,6.0,7.0,5.0,8.0,1.0,7.0,13
W,4.0,5.0,6.0,7.0,4.0,8.0,8.0,4.0,2.0,7.0,8.0,8.0,9.0,9.0,0.0,8.0,22
L,5.0,9.0,5.0,7.0,2.0,0.0,1.0,5.0,6.0,0.0,1.0,6.0,0.0,8.0,0.0,8.0,11
J,4.0,7.0,6.0,5.0,3.0,7.0,5.0,5.0,4.0,14.0,9.0,14.0,1.0,6.0,1.0,7.0,9
S,2.0,3.0,3.0,2.0,1.0,8.0,7.0,2.0,7.0,10.0,5.0,8.0,1.0,8.0,4.0,8.0,18
M,7.0,11.0,9.0,8.0,9.0,9.0,7.0,2.0,4.0,9.0,6.0,7.0,8.0,6.0,2.0,8.0,12
C,6.0,11.0,6.0,8.0,3.0,4.0,8.0,6.0,8.0,12.0,10.0,12.0,2.0,9.0,3.0,7.0,2
L,1.0,3.0,2.0,2.0,1.0,7.0,4.0,2.0,7.0,7.0,2.0,9.0,0.0,7.0,2.0,8.0,11
D,3.0,8.0,4.0,6.0,2.0,5.0,7.0,10.0,8.0,6.0,5.0,5.0,3.0,8.0,4.0,8.0,3
P,10.0,15.0,9.0,8.0,6.0,7.0,10.0,4.0,6.0,13.0,5.0,3.0,4.0,9.0,7.0,5.0,15
U,2.0,6.0,3.0,4.0,1.0,7.0,5.0,14.0,5.0,7.0,12.0,8.0,3.0,9.0,0.0,8.0,20
T,4.0,5.0,6.0,4.0,5.0,7.0,9.0,4.0,8.0,7.0,7.0,8.0,3.0,10.0,7.0,7.0,19
D,6.0,10.0,8.0,7.0,5.0,8.0,7.0,4.0,7.0,11.0,5.0,6.0,3.0,8.0,3.0,8.0,3
F,3.0,6.0,5.0,4.0,3.0,7.0,9.0,3.0,5.0,12.0,6.0,5.0,2.0,9.0,2.0,7.0,5
E,3.0,7.0,3.0,5.0,2.0,3.0,6.0,6.0,11.0,7.0,7.0,15.0,0.0,8.0,7.0,7.0,4
B,2.0,3.0,3.0,1.0,2.0,8.0,7.0,2.0,5.0,10.0,5.0,6.0,2.0,8.0,4.0,9.0,1
H,7.0,9.0,10.0,6.0,8.0,8.0,7.0,3.0,6.0,10.0,5.0,8.0,3.0,8.0,3.0,8.0,7
M,4.0,8.0,4.0,6.0,3.0,7.0,7.0,12.0,1.0,7.0,9.0,8.0,8.0,6.0,0.0,8.0,12
K,3.0,7.0,5.0,5.0,5.0,6.0,6.0,3.0,4.0,6.0,6.0,9.0,5.0,8.0,7.0,9.0,10
D,4.0,8.0,4.0,6.0,2.0,5.0,6.0,10.0,8.0,5.0,4.0,5.0,3.0,8.0,4.0,8.0,3
K,4.0,10.0,6.0,8.0,7.0,5.0,5.0,5.0,3.0,6.0,6.0,9.0,3.0,5.0,8.0,9.0,10
L,4.0,9.0,5.0,7.0,4.0,3.0,3.0,5.0,7.0,1.0,0.0,7.0,0.0,6.0,0.0,6.0,11
W,5.0,5.0,7.0,8.0,4.0,7.0,8.0,5.0,2.0,7.0,8.0,8.0,9.0,9.0,0.0,8.0,22
B,3.0,9.0,5.0,7.0,5.0,8.0,7.0,4.0,7.0,6.0,6.0,5.0,6.0,8.0,5.0,9.0,1
V,3.0,3.0,4.0,2.0,1.0,4.0,12.0,3.0,3.0,10.0,11.0,7.0,2.0,11.0,1.0,8.0,21
D,3.0,4.0,5.0,3.0,3.0,7.0,7.0,5.0,6.0,10.0,5.0,6.0,3.0,7.0,4.0,9.0,3
K,3.0,6.0,5.0,5.0,4.0,11.0,5.0,3.0,3.0,10.0,3.0,8.0,4.0,6.0,6.0,12.0,10
Q,1.0,0.0,1.0,1.0,0.0,8.0,7.0,7.0,3.0,6.0,6.0,9.0,2.0,8.0,3.0,8.0,16
Y,4.0,8.0,6.0,6.0,6.0,8.0,7.0,5.0,4.0,7.0,8.0,8.0,6.0,8.0,7.0,4.0,24
L,8.0,15.0,8.0,9.0,5.0,7.0,4.0,3.0,4.0,12.0,7.0,11.0,4.0,7.0,7.0,8.0,11
S,2.0,4.0,3.0,3.0,2.0,8.0,7.0,3.0,7.0,10.0,5.0,8.0,1.0,9.0,4.0,8.0,18
V,1.0,3.0,2.0,2.0,1.0,7.0,12.0,3.0,3.0,8.0,11.0,8.0,2.0,11.0,1.0,8.0,21
Z,3.0,5.0,6.0,4.0,3.0,7.0,7.0,2.0,10.0,12.0,6.0,8.0,1.0,8.0,5.0,7.0,25
C,7.0,13.0,5.0,8.0,4.0,7.0,9.0,4.0,4.0,9.0,7.0,9.0,3.0,9.0,8.0,11.0,2
A,5.0,11.0,8.0,8.0,5.0,8.0,2.0,2.0,3.0,6.0,1.0,7.0,3.0,7.0,4.0,7.0,0
R,2.0,4.0,4.0,3.0,2.0,8.0,7.0,3.0,5.0,10.0,4.0,7.0,2.0,7.0,3.0,10.0,17
B,4.0,5.0,4.0,8.0,4.0,6.0,7.0,9.0,7.0,7.0,6.0,7.0,2.0,8.0,9.0,10.0,1
V,4.0,5.0,5.0,4.0,2.0,4.0,12.0,3.0,3.0,10.0,11.0,7.0,2.0,10.0,1.0,8.0,21
Y,5.0,8.0,5.0,6.0,2.0,4.0,11.0,3.0,8.0,12.0,11.0,4.0,1.0,10.0,2.0,4.0,24
M,5.0,5.0,5.0,7.0,4.0,8.0,7.0,12.0,2.0,7.0,9.0,8.0,8.0,6.0,0.0,8.0,12
M,6.0,9.0,7.0,4.0,4.0,7.0,3.0,3.0,2.0,8.0,4.0,10.0,7.0,3.0,1.0,9.0,12
Y,5.0,10.0,8.0,8.0,3.0,6.0,10.0,1.0,9.0,9.0,12.0,8.0,1.0,11.0,2.0,7.0,24
U,2.0,4.0,3.0,2.0,1.0,7.0,8.0,6.0,6.0,7.0,9.0,8.0,3.0,9.0,1.0,8.0,20
Z,4.0,8.0,6.0,6.0,4.0,8.0,6.0,2.0,9.0,11.0,4.0,10.0,2.0,7.0,7.0,9.0,25
F,7.0,11.0,10.0,8.0,7.0,7.0,9.0,3.0,6.0,12.0,7.0,6.0,2.0,9.0,2.0,7.0,5
A,4.0,9.0,5.0,7.0,4.0,7.0,5.0,3.0,0.0,7.0,1.0,8.0,2.0,7.0,1.0,8.0,0
U,4.0,9.0,5.0,7.0,2.0,8.0,5.0,14.0,5.0,6.0,14.0,8.0,3.0,9.0,0.0,8.0,20
F,5.0,11.0,5.0,8.0,2.0,1.0,13.0,5.0,4.0,12.0,10.0,6.0,0.0,8.0,2.0,5.0,5
W,7.0,10.0,7.0,5.0,4.0,5.0,8.0,1.0,3.0,8.0,10.0,8.0,9.0,11.0,2.0,6.0,22
S,4.0,7.0,5.0,5.0,3.0,9.0,7.0,5.0,9.0,11.0,3.0,7.0,2.0,6.0,5.0,11.0,18
Y,5.0,9.0,8.0,6.0,4.0,6.0,9.0,1.0,7.0,7.0,12.0,9.0,1.0,11.0,2.0,8.0,24
A,2.0,4.0,4.0,6.0,2.0,8.0,3.0,3.0,3.0,7.0,1.0,8.0,3.0,6.0,3.0,8.0,0
K,6.0,10.0,8.0,8.0,6.0,6.0,8.0,5.0,7.0,6.0,5.0,10.0,4.0,8.0,5.0,9.0,10
I,4.0,6.0,6.0,7.0,5.0,9.0,8.0,5.0,6.0,7.0,6.0,8.0,3.0,9.0,8.0,8.0,8
T,6.0,11.0,8.0,9.0,6.0,6.0,7.0,8.0,7.0,8.0,9.0,7.0,3.0,9.0,6.0,10.0,19
M,10.0,12.0,10.0,7.0,5.0,11.0,12.0,6.0,4.0,4.0,7.0,9.0,8.0,12.0,2.0,7.0,12
U,8.0,12.0,7.0,6.0,4.0,5.0,6.0,5.0,4.0,7.0,7.0,10.0,7.0,8.0,4.0,10.0,20
X,2.0,1.0,3.0,3.0,2.0,8.0,7.0,3.0,9.0,6.0,6.0,6.0,2.0,8.0,5.0,8.0,23
P,8.0,9.0,6.0,4.0,3.0,8.0,8.0,5.0,4.0,11.0,4.0,6.0,5.0,9.0,4.0,8.0,15
B,4.0,8.0,5.0,6.0,5.0,10.0,6.0,3.0,6.0,10.0,4.0,7.0,3.0,8.0,4.0,11.0,1
E,4.0,6.0,6.0,4.0,3.0,6.0,8.0,2.0,9.0,11.0,8.0,9.0,2.0,8.0,4.0,7.0,4
H,3.0,3.0,4.0,4.0,2.0,7.0,8.0,14.0,1.0,7.0,5.0,8.0,3.0,8.0,0.0,8.0,7
V,1.0,1.0,2.0,1.0,0.0,7.0,9.0,4.0,2.0,7.0,13.0,8.0,2.0,10.0,0.0,8.0,21
I,0.0,6.0,0.0,4.0,0.0,7.0,7.0,5.0,3.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,8
D,5.0,10.0,7.0,7.0,5.0,11.0,6.0,3.0,8.0,12.0,3.0,7.0,6.0,8.0,4.0,9.0,3
W,5.0,7.0,5.0,5.0,4.0,6.0,10.0,5.0,2.0,9.0,6.0,6.0,6.0,12.0,2.0,5.0,22
X,5.0,9.0,5.0,5.0,2.0,11.0,6.0,3.0,7.0,9.0,3.0,7.0,3.0,9.0,4.0,10.0,23
Q,4.0,4.0,5.0,5.0,3.0,9.0,10.0,7.0,6.0,5.0,8.0,9.0,3.0,8.0,5.0,9.0,16
E,6.0,11.0,8.0,8.0,9.0,6.0,6.0,3.0,6.0,8.0,7.0,12.0,5.0,9.0,9.0,8.0,4
Y,3.0,4.0,5.0,6.0,1.0,8.0,10.0,2.0,2.0,6.0,13.0,8.0,2.0,11.0,0.0,8.0,24
T,1.0,0.0,1.0,0.0,0.0,7.0,13.0,1.0,4.0,7.0,10.0,8.0,0.0,8.0,0.0,8.0,19
M,5.0,10.0,7.0,5.0,4.0,12.0,3.0,5.0,2.0,11.0,1.0,10.0,7.0,2.0,1.0,8.0,12
L,5.0,10.0,7.0,8.0,5.0,5.0,4.0,1.0,8.0,7.0,2.0,11.0,0.0,7.0,3.0,7.0,11
C,5.0,9.0,6.0,7.0,4.0,5.0,7.0,6.0,9.0,7.0,6.0,13.0,1.0,8.0,4.0,9.0,2
L,1.0,0.0,1.0,0.0,0.0,2.0,2.0,5.0,4.0,1.0,3.0,5.0,0.0,8.0,0.0,8.0,11
P,5.0,11.0,7.0,8.0,6.0,7.0,7.0,7.0,5.0,8.0,7.0,8.0,2.0,9.0,7.0,9.0,15
B,5.0,9.0,8.0,7.0,6.0,11.0,6.0,2.0,7.0,11.0,3.0,7.0,4.0,6.0,6.0,12.0,1
B,4.0,8.0,6.0,6.0,5.0,8.0,7.0,5.0,6.0,9.0,6.0,6.0,2.0,8.0,7.0,8.0,1
F,5.0,6.0,6.0,7.0,7.0,7.0,9.0,5.0,6.0,8.0,5.0,7.0,5.0,8.0,10.0,5.0,5
T,3.0,10.0,5.0,7.0,1.0,7.0,15.0,0.0,6.0,7.0,11.0,8.0,0.0,8.0,0.0,8.0,19
Z,2.0,2.0,3.0,3.0,2.0,7.0,7.0,5.0,9.0,6.0,6.0,8.0,1.0,8.0,7.0,8.0,25
K,4.0,8.0,5.0,6.0,4.0,6.0,7.0,4.0,7.0,6.0,5.0,8.0,7.0,8.0,5.0,9.0,10
K,5.0,6.0,7.0,6.0,6.0,10.0,6.0,3.0,4.0,10.0,3.0,8.0,5.0,6.0,6.0,12.0,10
M,4.0,7.0,6.0,5.0,8.0,11.0,7.0,3.0,4.0,8.0,4.0,7.0,5.0,5.0,2.0,6.0,12
Z,6.0,7.0,4.0,11.0,4.0,8.0,7.0,4.0,3.0,11.0,6.0,7.0,3.0,9.0,10.0,6.0,25
G,5.0,9.0,7.0,8.0,8.0,8.0,6.0,6.0,4.0,7.0,6.0,9.0,10.0,10.0,9.0,9.0,6
E,3.0,9.0,4.0,7.0,2.0,3.0,8.0,6.0,10.0,7.0,6.0,15.0,0.0,8.0,7.0,7.0,4
G,5.0,9.0,5.0,6.0,3.0,6.0,7.0,7.0,7.0,10.0,7.0,10.0,2.0,9.0,4.0,9.0,6
C,5.0,9.0,7.0,8.0,8.0,5.0,6.0,4.0,5.0,7.0,6.0,11.0,5.0,11.0,8.0,11.0,2
F,5.0,7.0,7.0,5.0,4.0,8.0,9.0,2.0,6.0,14.0,5.0,4.0,3.0,8.0,3.0,7.0,5
W,8.0,9.0,11.0,8.0,12.0,7.0,8.0,5.0,6.0,7.0,6.0,8.0,10.0,7.0,9.0,6.0,22
S,5.0,12.0,4.0,6.0,2.0,9.0,3.0,4.0,4.0,9.0,2.0,8.0,3.0,6.0,4.0,8.0,18
W,5.0,8.0,7.0,6.0,5.0,8.0,8.0,4.0,1.0,7.0,9.0,8.0,7.0,11.0,0.0,8.0,22
N,5.0,9.0,8.0,6.0,4.0,11.0,6.0,4.0,5.0,10.0,1.0,4.0,5.0,8.0,1.0,7.0,13
E,5.0,9.0,5.0,6.0,3.0,3.0,8.0,6.0,11.0,7.0,6.0,14.0,0.0,8.0,8.0,7.0,4
M,5.0,10.0,8.0,8.0,7.0,8.0,6.0,6.0,5.0,6.0,8.0,8.0,8.0,6.0,2.0,7.0,12
M,5.0,6.0,8.0,4.0,4.0,7.0,6.0,3.0,5.0,9.0,7.0,8.0,7.0,5.0,2.0,8.0,12
T,1.0,0.0,2.0,0.0,0.0,7.0,14.0,2.0,3.0,7.0,10.0,8.0,0.0,8.0,0.0,8.0,19
A,3.0,7.0,5.0,5.0,3.0,10.0,3.0,2.0,2.0,8.0,2.0,10.0,3.0,5.0,2.0,8.0,0
V,1.0,1.0,2.0,2.0,1.0,7.0,12.0,2.0,2.0,7.0,11.0,8.0,2.0,11.0,0.0,8.0,21
L,3.0,6.0,4.0,4.0,2.0,5.0,3.0,6.0,9.0,2.0,2.0,4.0,1.0,6.0,1.0,5.0,11
G,5.0,9.0,7.0,8.0,8.0,8.0,8.0,6.0,3.0,7.0,6.0,9.0,8.0,11.0,9.0,11.0,6
I,3.0,9.0,4.0,7.0,3.0,7.0,7.0,0.0,6.0,13.0,6.0,8.0,0.0,8.0,1.0,8.0,8
X,5.0,7.0,7.0,5.0,6.0,8.0,6.0,2.0,5.0,6.0,7.0,7.0,3.0,10.0,10.0,8.0,23
I,3.0,11.0,4.0,8.0,2.0,7.0,7.0,0.0,8.0,14.0,6.0,8.0,0.0,8.0,1.0,8.0,8
J,2.0,7.0,2.0,5.0,1.0,12.0,3.0,9.0,4.0,13.0,4.0,12.0,1.0,6.0,0.0,8.0,9
K,4.0,3.0,4.0,5.0,1.0,4.0,7.0,8.0,1.0,7.0,6.0,11.0,3.0,8.0,3.0,11.0,10
X,5.0,10.0,7.0,7.0,6.0,8.0,7.0,3.0,5.0,6.0,7.0,6.0,4.0,10.0,11.0,8.0,23
S,3.0,4.0,5.0,3.0,2.0,8.0,6.0,3.0,7.0,10.0,4.0,8.0,1.0,8.0,4.0,10.0,18
L,1.0,0.0,1.0,0.0,0.0,2.0,1.0,6.0,4.0,0.0,3.0,4.0,0.0,8.0,0.0,8.0,11
Y,2.0,1.0,4.0,2.0,1.0,7.0,11.0,1.0,7.0,7.0,11.0,8.0,1.0,11.0,2.0,8.0,24
